0,1089,-1
3,1089,-1
0,1344,-1
1,1344,-1
2,1599,-1
3,1599,-1
1,1854,-1
0,1854,-1
0,2110,-1
2,2110,-1
3,2110,-1
1,2237,-1
2,2365,-1
1,2493,-1
0,2493,-1
3,2493,-1
2,2620,-1
3,2748,-1
0,2876,-1
1,2876,-1
2,2876,-1
0,3003,-1
2,3131,-1
3,3131,-1
1,3131,-1
0,3259,-1
1,3386,-1
3,3514,-1
0,3514,-1
2,3514,-1
1,3642,-1
2,3769,-1
0,3897,-1
1,3897,-1
3,3897,-1
3,4025,-1
2,4152,-1
1,4152,-1
0,4152,-1
3,4280,-1
2,4408,-1
1,4535,-1
0,4535,-1
3,4535,-1
2,4663,-1
1,4791,-1
0,4918,-1
2,4918,-1
3,4918,-1
1,5046,-1
3,5174,-1
2,5174,5429
0,5429,5684
1,5429,-1
3,5684,5940
2,5684,-1
1,5940,6195
0,5940,-1
0,6195,-1
2,6195,-1
3,6195,-1
1,6323,-1
2,6450,-1
1,6578,-1
0,6578,-1
3,6578,-1
2,6706,-1
3,6833,-1
0,6961,-1
1,6961,-1
2,6961,-1
2,7088,-1
1,7216,-1
0,7216,-1
3,7216,-1
2,7344,-1
1,7471,-1
0,7599,-1
2,7599,-1
3,7599,-1
1,7727,-1
3,7854,-1
0,7854,-1
2,7982,-1
3,7982,-1
1,8110,-1
0,8110,-1
0,8237,-1
2,8237,-1
3,8237,-1
1,8365,-1
3,8493,-1
2,8620,-1
1,8620,-1
0,8620,-1
3,8748,-1
0,8876,-1
2,8876,-1
1,9003,-1
2,9003,-1
3,9003,-1
0,9131,-1
1,9131,-1
2,9259,-1
3,9259,-1
0,9259,9514
3,9514,9769
2,9769,10025
0,10025,-1
1,10025,10280
0,10280,-1
2,10280,-1
3,10280,-1
1,10408,-1
2,10535,-1
0,10663,-1
2,10791,-1
1,10791,-1
3,10791,-1
0,10918,-1
3,11046,-1
2,11174,-1
3,11301,-1
1,11301,-1
0,11429,-1
1,11557,-1
3,11684,-1
1,11812,-1
0,11812,-1
2,11812,-1
3,11940,-1
0,12067,-1
1,12195,-1
3,12323,-1
2,12323,-1
0,12450,-1
2,12578,-1
1,12706,-1
0,12833,-1
2,12833,-1
3,12833,-1
1,12961,-1
3,13088,-1
2,13216,-1
0,13344,-1
1,13344,13599
2,13599,-1
3,13599,13854
1,13854,-1
0,13854,14110
3,13982,-1
1,13982,-1
2,14110,14365
3,14110,-1
0,14237,-1
1,14237,-1
0,14365,-1
1,14365,-1
3,14365,-1
2,14493,-1
1,14620,-1
0,14748,-1
2,14748,-1
0,14876,-1
1,14876,-1
3,14876,-1
2,15003,-1
0,15131,-1
1,15259,-1
0,15386,-1
3,15386,-1
2,15514,-1
1,15642,-1
3,15769,-1
2,15769,-1
1,15897,-1
0,15897,-1
3,15897,-1
2,16025,-1
0,16152,-1
1,16280,-1
0,16408,-1
2,16408,-1
3,16535,-1
1,16663,-1
2,16791,-1
0,16791,-1
0,16918,-1
1,16918,-1
3,16918,-1
2,17046,-1
1,17174,-1
3,17174,-1
2,17301,-1
0,17301,-1
1,17429,-1
3,17429,17684
0,17429,-1
2,17684,-1
0,17684,17940
1,17812,-1
2,17876,-1
3,17940,-1
1,17940,18195
2,18067,-1
3,18067,-1
0,18195,-1
2,18195,18450
0,18323,-1
1,18323,-1
3,18450,-1
1,18450,-1
0,18450,-1
0,18706,-1
3,18706,-1
1,18833,-1
2,18833,19216
0,19216,-1
3,19216,-1
1,19344,-1
0,19471,-1
2,19471,-1
3,19599,-1
1,19727,-1
0,19727,-1
3,19854,-1
2,19854,20237
0,20237,-1
1,20237,-1
0,20493,-1
3,20493,-1
2,20620,-1
0,20748,-1
1,20748,-1
3,20876,-1
1,20876,-1
2,21003,21259
3,21259,-1
0,21259,21514
1,21514,-1
2,21514,-1
3,21769,-1
2,21769,-1
0,21897,22280
1,21897,-1
1,22152,-1
3,22152,-1
2,22280,-1
3,22280,22535
1,22535,-1
0,22535,-1
1,22791,-1
2,22791,-1
3,22918,-1
0,22918,23301
2,23301,23557
1,23301,-1
0,23557,-1
3,23557,-1
2,23684,-1
0,23812,-1
1,23812,-1
3,23940,-1
2,23940,24323
1,24323,-1
0,24323,-1
3,24578,-1
1,24578,24833
0,24833,-1
2,24833,-1
3,24961,-1
2,25025,-1
1,25088,-1
0,25088,-1
2,25216,-1
3,25216,-1
0,25344,-1
1,25471,-1
0,25599,-1
2,25599,-1
1,25727,-1
3,25727,-1
2,25854,-1
3,25854,-1
1,25982,-1
0,25982,26620
1,26620,-1
2,26620,-1
3,26620,-1
3,26876,-1
1,26876,-1
2,27003,-1
0,27003,27386
2,27386,-1
3,27386,-1
1,27514,-1
0,27642,-1
2,27642,-1
3,27769,-1
0,27897,-1
1,27897,-1
3,28025,-1
2,28025,28408
1,28408,-1
0,28408,-1
1,28663,-1
3,28663,-1
2,28791,-1
0,28918,-1
1,28918,-1
3,29046,-1
1,29046,-1
2,29174,29429
0,29429,-1
3,29429,-1
1,29557,-1
2,29684,-1
0,29684,29940
1,29812,-1
3,29812,-1
2,29940,-1
3,29940,-1
0,30067,-1
1,30067,-1
3,30195,-1
1,30323,-1
2,30323,-1
3,30450,-1
0,30450,30706
2,30706,-1
3,30706,-1
0,30961,-1
3,30961,-1
1,31088,-1
2,31088,31471
0,31471,-1
3,31471,-1
1,31599,-1
0,31727,-1
2,31727,-1
3,31854,-1
1,31982,-1
2,31982,-1
3,32110,-1
0,32110,32493
3,32493,-1
1,32493,-1
2,32748,-1
3,32748,-1
1,32876,-1
0,33003,-1
2,33003,-1
3,33131,-1
1,33259,-1
0,33259,-1
2,33386,-1
3,33386,-1
1,33514,-1
0,33642,-1
2,33769,-1
3,33769,-1
1,33897,-1
3,33897,-1
0,34025,-1
2,34025,-1
1,34152,-1
0,34152,34535
3,34408,-1
2,34408,-1
1,34535,-1
3,34535,34791
0,34791,-1
2,34791,-1
1,35046,-1
2,35174,-1
3,35174,-1
0,35429,-1
1,35557,-1
2,35557,35812
0,35812,-1
3,35812,-1
1,35982,-1
2,35982,-1
0,36152,-1
2,36152,-1
1,36323,-1
3,36323,-1
3,36833,-1
0,36833,-1
2,37088,-1
1,37216,-1
0,37216,-1
3,37471,-1
2,37599,-1
1,37599,37854
0,37854,-1
3,37854,-1
0,38025,-1
1,38025,-1
2,38195,-1
3,38195,-1
0,38365,-1
2,38365,-1
2,38876,-1
1,38876,-1
0,39003,-1
2,39131,-1
1,39259,-1
3,39259,39514
2,39514,-1
1,39642,-1
0,39642,39897
2,39897,-1
3,39897,-1
0,40067,-1
2,40067,-1
1,40237,-1
3,40237,-1
0,40408,-1
1,40408,-1
1,40663,-1
2,40663,-1
3,40918,-1
0,40918,-1
2,41046,-1
1,41174,-1
0,41301,-1
2,41429,-1
1,41557,-1
0,41684,-1
2,41812,-1
0,41940,-1
3,41940,-1
1,42067,-1
2,42195,-1
3,42323,-1
1,42450,-1
2,42578,-1
3,42706,-1
1,42833,-1
0,42961,-1
3,42961,-1
2,43046,-1
1,43131,-1
0,43216,-1
3,43301,-1
2,43386,-1
1,43471,-1
0,43471,-1
2,43557,-1
3,43557,-1
1,43642,-1
0,43642,-1
2,43727,-1
3,43727,-1
0,43812,-1
1,43812,-1
2,43897,-1
3,43897,-1
1,43982,-1
0,43982,-1
3,43982,-1
2,44237,-1
1,44365,-1
0,44493,44748
2,44748,45003
0,45003,-1
1,45003,-1
3,45003,-1
1,45259,-1
0,45514,-1
2,45514,-1
3,45514,-1
1,45769,-1
2,45897,-1
3,45897,46280
0,46280,-1
1,46280,-1
1,46535,-1
2,46535,-1
3,46535,-1
0,46791,-1
2,47046,-1
3,47046,-1
1,47174,-1
0,47301,-1
3,47429,-1
1,47557,-1
0,47557,-1
2,47557,-1
3,47812,-1
2,47812,-1
1,47940,-1
0,47940,48323
2,48323,-1
3,48323,-1
0,48578,-1
1,48578,-1
3,48578,-1
1,48706,-1
2,48706,-1
2,48833,-1
3,48833,-1
0,49088,-1
3,49088,-1
2,49216,-1
1,49344,-1
0,49599,-1
1,49599,-1
2,49599,-1
3,49854,-1
1,49982,-1
2,49982,-1
0,50365,-1
2,50365,-1
1,50620,-1
2,50620,-1
3,50620,-1
0,50876,-1
1,50876,-1
0,51131,-1
3,51131,-1
2,51131,51514
1,51514,-1
3,51514,-1
0,51514,51897
2,51897,-1
3,51897,-1
0,52152,-1
1,52152,52535
3,52152,-1
0,52535,-1
2,52535,-1
3,52535,52918
0,52918,-1
1,52918,-1
0,53174,-1
3,53174,-1
1,53301,-1
0,53429,-1
1,53557,-1
0,53684,-1
2,53684,-1
3,53684,-1
2,53940,-1
3,54067,-1
1,54067,54450
0,54450,-1
2,54450,-1
0,54706,-1
1,54706,-1
3,54706,-1
2,54961,-1
0,55216,-1
3,55216,-1
1,55471,-1
2,55727,-1
3,55727,-1
0,55727,-1
0,55982,-1
1,55982,-1
2,56110,-1
3,56110,57003
0,56237,-1
1,56365,-1
0,56493,-1
2,56493,-1
0,56748,-1
1,57003,-1
2,57003,-1
0,57259,-1
2,57259,-1
3,57514,-1
2,57642,-1
0,57642,-1
1,57769,-1
0,57769,-1
3,57769,-1
0,58025,-1
2,58025,-1
2,58280,-1
3,58280,-1
0,58535,-1
2,58663,-1
3,58663,-1
1,58791,-1
0,58791,-1
3,58791,-1
2,59046,-1
3,59046,-1
0,59174,-1
1,59174,-1
0,59301,-1
3,59301,-1
0,59557,-1
2,59557,-1
0,59812,-1
1,59812,-1
3,59812,-1
3,60067,-1
1,60067,-1
0,60195,60578
2,60195,-1
3,60450,-1
2,60450,-1
3,60578,-1
1,60578,-1
1,60706,-1
2,60706,-1
0,60833,-1
3,60833,-1
0,61344,-1
1,61344,-1
3,61344,-1
2,61471,-1
1,61599,-1
0,61727,-1
2,61727,-1
3,61727,-1
1,61854,-1
0,61982,-1
1,62110,-1
2,62110,-1
3,62110,-1
3,62237,-1
2,62365,-1
0,62365,-1
1,62365,-1
3,62493,-1
2,62620,-1
1,62748,-1
0,62748,-1
3,62748,-1
2,62876,-1
1,63003,-1
0,63131,-1
2,63131,-1
3,63131,-1
2,63259,-1
1,63386,-1
3,63386,-1
0,63386,-1
2,63514,-1
1,63642,-1
0,63769,-1
2,63769,-1
3,63769,-1
1,63897,-1
0,64025,-1
1,64152,-1
2,64152,-1
3,64152,-1
3,64280,-1
0,64408,-1
2,64408,64663
3,64663,-1
1,64663,64918
0,64918,-1
3,64918,65174
2,65174,-1
0,65174,65429
1,65429,-1
2,65429,-1
3,65429,-1
0,65557,-1
1,65684,-1
0,65812,-1
2,65812,-1
3,65812,-1
1,65940,-1
2,66067,-1
1,66195,-1
0,66195,-1
3,66195,-1
0,66323,-1
1,66450,-1
2,66450,-1
3,66450,-1
0,66578,-1
1,66706,-1
0,66833,-1
2,66833,-1
3,66833,-1
1,66961,-1
2,67088,-1
3,67088,-1
0,67216,-1
2,67216,-1
1,67344,-1
3,67344,-1
2,67471,-1
3,67471,-1
0,67471,-1
1,67599,-1
3,67727,-1
2,67854,-1
1,67854,-1
0,67854,-1
3,67982,-1
0,68110,-1
1,68110,-1
2,68237,-1
3,68237,-1
1,68237,-1
0,68365,-1
1,68429,-1
2,68493,-1
0,68493,-1
3,68493,68748
0,68748,69003
1,69003,69259
3,69003,-1
2,69131,-1
0,69259,-1
3,69259,69514
2,69514,-1
1,69514,-1
0,69514,-1
1,69769,-1
2,69769,-1
0,69897,-1
3,69897,70280
0,70280,-1
1,70280,-1
2,70408,-1
3,70535,-1
1,70535,-1
0,70663,-1
2,70791,-1
3,70791,-1
1,70918,71301
3,71301,-1
0,71301,-1
2,71557,-1
3,71557,-1
1,71684,-1
0,71812,-1
3,71812,-1
1,71940,-1
2,71940,-1
3,72067,72323
2,72195,-1
1,72323,-1
0,72323,-1
2,72450,-1
3,72578,-1
0,72578,72961
1,72833,-1
3,72833,-1
3,72961,73344
2,72961,-1
2,73216,-1
0,73344,-1
1,73344,73599
0,73599,-1
2,73599,-1
2,73854,-1
3,73854,-1
0,73982,-1
1,73982,74365
0,74365,-1
3,74365,-1
2,74620,-1
3,74620,-1
1,74748,-1
0,74876,-1
2,74876,-1
3,75003,75386
0,75386,-1
2,75386,-1
0,75642,-1
1,75642,-1
2,75897,-1
3,75897,-1
0,76025,-1
2,76152,-1
1,76152,-1
3,76280,-1
0,76280,-1
2,76408,-1
1,76535,-1
3,76663,-1
2,76663,-1
0,76791,-1
1,76791,-1
0,76918,-1
2,76918,-1
3,77046,77684
1,77046,-1
2,77684,-1
1,77684,-1
0,77684,-1
0,77940,-1
3,77940,-1
2,78067,-1
1,78067,78450
3,78450,-1
0,78450,-1
2,78578,-1
1,78706,-1
3,78706,-1
0,78833,-1
1,78961,-1
2,78961,-1
0,79088,-1
3,79088,79471
0,79471,-1
1,79471,-1
2,79727,-1
3,79727,-1
1,79854,-1
0,79982,-1
3,79982,-1
1,80110,-1
2,80110,-1
3,80237,80493
2,80493,-1
0,80493,-1
1,80620,-1
2,80748,-1
3,80748,-1
0,80876,-1
1,81003,-1
2,81003,-1
0,81131,-1
3,81131,81514
2,81386,-1
1,81514,-1
0,81514,81769
2,81769,-1
3,81769,-1
0,82025,-1
1,82025,-1
2,82152,82535
1,82535,-1
3,82535,-1
0,82663,-1
2,82791,-1
3,82791,-1
1,82918,-1
0,83046,-1
2,83046,-1
1,83174,-1
3,83174,83557
0,83557,-1
2,83557,-1
2,83812,-1
3,83812,-1
1,83940,-1
0,84067,-1
3,84067,-1
2,84195,-1
1,84323,-1
0,84323,-1
2,84450,-1
3,84450,-1
1,84578,-1
0,84706,-1
2,84833,-1
3,84833,-1
1,84961,-1
3,84961,-1
2,85088,-1
0,85088,-1
1,85216,-1
0,85216,85599
2,85471,-1
3,85471,-1
1,85599,-1
3,85599,85854
0,85854,-1
2,85854,-1
0,86110,-1
1,86237,-1
2,86237,-1
3,86365,-1
1,86493,-1
2,86620,86876
3,86620,-1
0,86876,-1
1,86876,-1
2,87046,-1
3,87046,-1
0,87216,-1
2,87216,-1
1,87386,-1
3,87386,-1
0,87897,-1
2,87897,-1
3,88152,-1
1,88280,-1
2,88280,-1
0,88408,-1
2,88535,-1
0,88663,-1
1,88663,88918
0,88918,-1
3,88918,-1
1,89088,-1
2,89088,-1
0,89259,-1
2,89259,-1
1,89429,-1
3,89429,-1
0,89940,-1
3,89940,-1
1,90195,-1
2,90323,-1
3,90323,-1
0,90450,-1
2,90578,-1
1,90706,-1
0,90706,90961
3,90961,-1
1,90961,-1
2,91131,-1
0,91131,-1
3,91301,-1
2,91301,-1
1,91471,-1
0,91471,-1
1,91727,-1
2,91727,-1
0,91982,-1
3,91982,-1
2,92110,-1
1,92237,-1
0,92365,-1
2,92493,-1
1,92620,-1
3,92748,-1
2,92876,-1
0,93003,-1
3,93003,-1
1,93131,-1
2,93259,-1
3,93386,-1
1,93514,-1
2,93642,-1
0,93769,-1
1,93897,-1
0,94025,-1
3,94025,-1
2,94110,-1
1,94195,-1
0,94280,-1
3,94365,-1
2,94450,-1
0,94535,-1
1,94535,-1
2,94620,-1
3,94620,-1
1,94706,-1
0,94706,-1
2,94791,-1
3,94791,-1
1,94876,-1
0,94876,-1
2,94961,-1
3,94961,-1
1,95046,-1
0,95046,-1
3,95046,-1
2,95301,-1
1,95429,-1
0,95557,95812
1,95812,96067
0,96067,-1
2,96067,-1
3,96067,-1
2,96323,-1
0,96578,-1
1,96578,-1
3,96578,-1
0,96833,-1
1,96961,-1
2,96961,97344
0,97344,-1
3,97344,-1
0,97599,-1
1,97599,-1
2,97599,-1
3,97854,-1
0,98110,-1
2,98110,-1
1,98237,-1
3,98365,-1
2,98493,-1
1,98620,-1
0,98620,-1
3,98620,-1
1,98876,-1
2,98876,-1
0,99003,-1
3,99003,99386
0,99386,-1
1,99386,-1
0,99642,-1
2,99642,-1
3,99642,-1
0,99769,-1
1,99769,-1
1,99897,-1
3,99897,-1
0,100152,-1
2,100152,-1
1,100280,-1
2,100408,-1
1,100663,-1
0,100663,-1
3,100663,-1
2,100918,-1
1,101046,-1
0,101046,101429
2,101429,-1
3,101429,-1
1,101684,-1
0,101684,-1
3,101684,-1
1,101940,-1
2,101940,-1
2,102195,-1
3,102195,-1
0,102195,102578
2,102578,-1
3,102578,-1
1,102578,102961
0,102961,-1
3,102961,-1
0,103216,-1
1,103216,-1
3,103216,103599
1,103599,-1
0,103599,-1
2,103599,103982
0,103982,-1
3,103982,-1
1,104237,-1
2,104237,-1
0,104493,-1
1,104748,-1
2,104748,-1
3,104748,-1
0,105003,-1
2,105131,-1
3,105131,105514
0,105514,-1
1,105514,-1
0,105769,-1
2,105769,-1
3,105769,-1
1,106025,-1
2,106025,-1
0,106280,-1
3,106280,-1
2,106535,-1
3,106535,-1
2,106791,-1
1,106791,-1
0,106791,-1
3,107046,-1
2,107046,-1
1,107174,-1
0,107174,108323
1,107429,-1
3,107429,-1
2,107557,-1
3,107557,-1
1,107812,-1
2,107812,-1
1,108067,-1
3,108067,-1
2,108323,-1
3,108323,-1
1,108578,-1
2,108706,-1
3,108706,-1
0,108833,-1
3,108833,-1
1,108833,-1
1,109088,-1
2,109088,-1
0,109216,-1
2,109344,-1
3,109344,-1
1,109599,-1
0,109727,-1
3,109727,-1
0,109854,-1
1,109854,-1
2,109854,-1
2,110110,-1
3,110110,-1
1,110237,-1
0,110237,-1
0,110365,-1
3,110365,-1
2,110493,-1
0,110620,-1
1,110620,110876
0,110876,-1
2,110876,-1
3,110876,-1
1,111131,-1
2,111131,-1
0,111259,111642
3,111259,-1
1,111514,-1
2,111514,-1
1,111642,-1
3,111642,-1
2,111769,-1
3,111769,-1
1,111897,-1
0,111897,-1
0,112280,-1
3,112280,-1
2,112280,112535
0,112535,-1
1,112663,-1
2,112791,-1
0,112918,-1
1,113046,-1
3,113174,-1
2,113301,-1
1,113429,-1
0,113557,-1
2,113684,-1
1,113812,-1
0,113940,-1
1,114067,-1
3,114195,-1
2,114323,-1
1,114450,-1
0,114578,-1
2,114706,-1
3,114833,-1
0,114961,-1
1,115088,-1
2,115216,-1
3,115344,-1
1,115471,-1
2,115599,-1
3,115727,-1
0,115854,-1
2,115982,-1
1,116110,-1
0,116237,-1
2,116365,-1
3,116493,-1
0,116620,-1
2,116748,-1
1,116876,-1
3,117003,-1
2,117131,-1
0,117259,-1
1,117386,-1
3,117514,-1
0,117642,-1
1,117769,-1
2,117897,-1
3,118025,-1
1,118152,-1
2,118280,-1
3,118408,-1
0,118535,-1
1,118663,-1
2,118791,-1
3,118918,-1
1,119046,-1
0,119174,-1
3,119301,-1
0,119429,-1
1,119429,-1
2,119493,-1
3,119493,-1
1,119557,-1
0,119557,-1
2,119684,-1
0,119812,-1
3,119812,-1
1,119940,-1
2,120067,-1
3,120067,-1
1,120195,-1
0,120195,-1
1,120323,-1
3,120323,-1
0,120450,-1
2,120450,-1
0,120578,-1
1,120578,-1
3,120578,120833
0,120833,-1
2,120833,-1
1,120961,-1
3,121088,-1
2,121088,-1
1,121216,-1
3,121344,-1
0,121344,-1
2,121471,-1
3,121599,-1
1,121599,121854
0,121599,-1
2,121854,-1
3,121854,-1
1,121982,-1
0,122110,-1
2,122110,-1
3,122237,-1
1,122365,-1
2,122365,-1
0,122493,-1
1,122620,-1
3,122620,-1
2,122620,122876
0,122876,-1
3,122876,-1
1,123003,-1
2,123131,-1
3,123131,-1
1,123259,-1
0,123386,-1
2,123386,-1
3,123514,-1
1,123642,-1
2,123642,-1
0,123642,123897
1,123897,-1
3,123897,-1
2,124025,-1
0,124152,-1
1,124152,-1
2,124280,-1
3,124408,-1
0,124408,-1
2,124535,-1
3,124663,124918
0,124663,-1
1,124663,-1
0,124918,-1
2,124918,-1
1,125046,-1
3,125174,-1
0,125174,-1
2,125237,-1
1,125301,-1
3,125429,-1
0,125429,-1
2,125493,-1
1,125557,-1
0,125620,-1
3,125684,-1
2,125684,125940
1,125684,-1
0,125940,-1
3,126067,-1
1,126195,-1
2,126195,-1
0,126323,-1
2,126450,-1
3,126450,-1
1,126578,-1
2,126706,-1
3,126706,-1
0,126706,126961
1,126961,-1
2,126961,-1
3,127088,-1
0,127216,-1
1,127216,-1
2,127344,-1
1,127471,-1
3,127471,-1
0,127599,-1
3,127727,-1
2,127727,-1
1,127727,127982
0,127854,-1
3,127854,-1
0,127982,-1
2,127982,-1
3,128110,-1
0,128237,-1
1,128237,-1
2,128365,-1
3,128365,-1
0,128493,-1
2,128493,-1
1,128620,-1
3,128620,-1
2,128748,-1
3,128748,-1
0,128748,129003
1,129003,-1
3,129131,-1
2,129195,-1
1,129259,-1
0,129259,-1
3,129386,-1
1,129514,-1
2,129642,-1
0,129769,-1
3,129769,130025
1,129833,-1
2,129897,-1
0,130025,-1
1,130152,-1
2,130280,-1
3,130280,-1
0,130408,-1
2,130535,-1
1,130663,-1
0,130791,131046
3,130791,-1
2,130918,-1
1,131046,-1
3,131174,-1
2,131237,-1
1,131301,-1
0,131301,-1
3,131429,-1
2,131557,-1
1,131684,-1
0,131812,-1
3,131812,132067
1,131876,-1
2,131940,-1
0,132067,-1
1,132195,-1
0,132323,-1
2,132323,-1
3,132450,-1
1,132578,-1
2,132706,-1
0,132833,-1
3,132833,-1
2,132961,-1
1,133088,-1
0,133216,-1
3,133216,-1
2,133344,-1
3,133471,-1
1,133599,-1
0,133599,-1
2,133727,-1
3,133854,-1
0,133982,-1
2,133982,-1
1,134110,-1
3,134237,-1
2,134365,-1
1,134365,-1
0,134493,-1
2,134620,-1
1,134748,-1
0,134876,-1
3,134876,-1
2,135003,-1
1,135131,-1
2,135259,-1
3,135259,-1
0,135386,-1
2,135514,-1
1,135642,-1
3,135642,-1
0,135769,-1
2,135897,-1
3,135897,-1
0,136025,-1
2,136025,-1
1,136152,-1
3,136152,-1
2,136280,-1
0,136408,-1
1,136408,-1
2,136535,-1
3,136535,-1
0,136663,-1
1,136663,-1
0,136791,-1
2,136791,-1
3,136791,-1
1,138961,-1
1,139471,-1
1,139982,-1
3,140237,-1
2,140365,-1
1,140493,-1
0,140748,-1
3,141003,-1
2,141003,-1
1,141259,-1
3,141514,-1
0,141769,-1
1,141897,-1
3,142280,-1
2,142535,-1
1,142791,-1
3,143046,-1
0,143301,-1
2,143557,-1
0,143812,-1
1,143940,-1
3,144195,-1
2,144323,-1
1,144578,-1
0,145088,-1
1,145344,-1
2,145599,-1
0,145854,-1
1,145982,-1
3,146365,-1
2,146620,-1
1,146876,-1
3,147131,-1
2,147131,-1
0,147131,147514
3,147514,-1
1,147514,-1
2,147514,147897
0,147897,-1
3,147897,-1
0,148152,-1
1,148152,-1
3,148152,148535
2,148535,-1
0,148535,-1
1,148535,148918
0,148791,-1
2,148918,-1
3,148918,-1
1,149046,-1
0,149174,-1
3,149174,-1
2,149429,-1
1,149684,-1
0,149684,-1
3,149684,-1
1,149940,-1
3,150067,-1
2,150067,-1
0,150450,-1
1,150450,-1
1,150706,-1
3,150706,-1
2,150706,-1
0,150961,-1
2,150961,-1
1,151216,-1
3,151216,-1
2,151344,-1
0,151471,-1
1,151599,-1
0,151727,-1
2,151727,-1
3,151727,-1
1,151854,-1
3,151982,-1
2,152110,-1
0,152110,153259
1,152365,-1
2,152493,-1
3,152493,-1
3,152748,-1
1,152748,-1
1,153003,-1
2,153003,-1
3,153259,-1
2,153259,-1
1,153514,-1
2,153642,-1
3,153642,-1
1,153769,-1
0,153769,-1
3,153769,-1
1,154025,-1
2,154025,-1
0,154280,-1
2,154280,-1
3,154535,-1
1,154663,-1
0,154663,-1
1,154791,-1
2,154791,-1
3,154791,-1
0,155046,-1
3,155046,-1
1,155174,-1
2,155174,-1
3,155301,-1
0,155301,155557
2,155557,-1
3,155557,-1
0,155812,-1
1,155812,-1
2,155812,-1
0,156067,-1
1,156067,-1
2,156195,-1
3,156195,157344
0,156450,-1
1,156578,-1
2,156578,-1
0,156833,-1
2,156961,-1
1,157088,-1
0,157088,-1
0,157344,-1
2,157344,-1
1,157599,-1
2,157854,-1
0,158110,-1
3,158365,-1
2,158620,-1
1,158876,-1
2,159259,-1
0,159386,-1
1,159386,-1
3,159386,-1
2,159642,-1
3,159642,-1
0,159897,-1
1,159897,-1
2,159897,-1
3,160152,-1
2,160152,-1
1,160280,-1
0,160280,160918
1,160535,-1
3,160535,-1
2,160663,-1
3,160663,-1
1,160791,-1
3,160791,-1
2,160918,-1
1,160918,-1
0,161429,-1
2,161429,-1
3,161429,-1
1,161557,-1
2,161684,-1
1,161812,-1
0,161812,-1
3,161812,-1
2,161940,-1
3,162067,-1
2,162195,-1
1,162195,-1
0,162195,-1
0,162323,-1
1,162450,-1
2,162450,-1
3,162450,-1
0,162578,-1
1,162706,-1
0,162833,-1
2,162833,-1
3,162833,-1
1,162961,-1
2,163088,-1
1,163216,-1
0,163216,-1
3,163216,-1
1,163344,-1
0,163471,-1
2,163471,-1
3,163471,-1
1,163599,-1
2,163727,-1
1,163854,-1
0,163854,-1
3,163854,-1
2,163982,-1
3,164110,-1
0,164237,-1
1,164237,-1
2,164237,-1
2,164365,-1
1,164493,164748
3,164493,-1
0,164748,-1
3,164748,165003
2,165003,-1
0,165003,165259
1,165259,-1
2,165259,165514
3,165514,-1
1,165514,-1
0,165514,-1
2,165642,-1
1,165769,-1
0,165897,-1
2,165897,-1
3,165897,-1
1,166025,-1
0,166152,-1
1,166280,-1
2,166280,-1
3,166280,-1
3,166408,-1
2,166535,-1
1,166535,-1
0,166535,-1
3,166663,-1
2,166791,-1
1,166918,-1
0,166918,-1
3,166918,-1
2,167046,-1
0,167174,-1
1,167174,-1
2,167301,-1
3,167301,-1
0,167429,-1
2,167429,-1
1,167557,-1
0,167557,-1
3,167557,-1
2,167684,-1
0,167812,-1
1,167940,-1
2,167940,-1
3,167940,-1
0,168067,-1
3,168195,-1
2,168195,-1
0,168323,-1
2,168323,-1
1,168450,-1
0,168450,-1
3,168578,168833
2,168578,-1
0,168833,169088
1,169088,169344
2,169344,169599
0,169344,-1
0,169599,-1
1,169599,-1
3,169599,-1
2,169727,-1
1,169854,-1
3,169982,-1
2,170110,-1
1,170110,-1
0,170110,-1
3,170237,-1
0,170365,-1
1,170493,-1
2,170620,-1
3,170620,-1
1,170748,-1
0,170876,-1
2,171003,-1
1,171131,-1
0,171131,-1
3,171131,-1
2,171259,-1
0,171386,-1
1,171514,-1
0,171642,-1
2,171642,-1
3,171769,-1
2,171897,-1
1,172025,-1
0,172152,-1
2,172152,-1
3,172152,-1
1,172280,-1
3,172408,-1
2,172535,-1
1,172663,-1
0,172663,172918
3,172918,-1
2,172918,173174
0,173174,-1
1,173174,173429
2,173301,-1
3,173301,-1
0,173429,-1
3,173429,173684
0,173557,-1
2,173557,-1
0,173684,-1
1,173684,-1
2,173684,-1
3,173812,-1
2,173940,-1
1,174067,-1
0,174067,-1
0,174195,-1
2,174195,-1
3,174195,-1
1,174323,-1
3,174450,-1
2,174578,-1
1,174706,-1
3,174706,-1
0,174833,-1
1,174961,-1
0,175088,-1
2,175088,-1
1,175216,-1
2,175216,-1
3,175216,-1
0,175344,-1
